TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
ENW034,5,Rough,Rough Fire Groves,Evans,NA,NA,77,191.8,60.6,27.4,33.2,0.55,0,0,Live,97,1,2,21.5,No,0,Yes,Yes,3,3,5,349.5639954,2212.969971,15.2748003,2,2,ENW32. Ht to live 27.4. Slope 10. Aspect 77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW035,5,Rough,Rough Fire Groves,Evans,NA,NA,72,193.4,58.2,18.9,39.3,0.68,0,0,Live,98,0,2,8,No,0,Yes,Yes,3,3,4,351.8190002,2214.409912,16.6345005,3,10,ENW35. Ht to live 18.9. Slope 17.5. Aspect 72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW036,5,Rough,Rough Fire Groves,Evans,NA,NA,71,209.6,62.1,20.1,42,0.68,0,0,Live,99,0,1,10.6,No,0,Yes,Yes,3,3,4,351.8190002,2214.409912,16.6345005,3,15,ENW36. Ht to live 20.1. Slope 15. Aspect 71. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW037,5,Rough,Rough Fire Groves,Evans,5.4,1.51,62,248.1,64.5,28,36.5,0.57,0,0,Live,90,10,0,5.9,Yes,0,Yes,Yes,3,3,4,349.8340149,2214.129883,17.52759933,3,30,ENW37. Ht to live 28.0. Aspect 62. Slope 12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW038,5,Rough,Rough Fire Groves,Evans,NA,NA,11,413.2,58.6,19.2,39.4,0.67,0,0,Live,98,0,2,6.7,No,0,Yes,Yes,4,3,6,340.5039978,2209.590088,16.50589943,3,10,ENW39. Ht to live 19.2. Slope 11. Aspect 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW038.5,5,Rough,Rough Fire Groves,Evans,1.13,2.21,25,355.2,53.4,16.1,37.3,0.7,0,0,Live,100,0,0,4.7,Yes,0,Yes,Yes,4,3,6,341.2359924,2210.199951,15.23820019,3,25,ENW38. Ht to live 16.1. Aspect 17. Slope 25. Top broken pre fire ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW041,5,Rough,Rough Fire Groves,Evans,5.8,4.7,271,392.5,61,14.8,46.2,0.76,1,0,Live,98,0,1,33.2,Yes,0,Yes,Yes,3,3,5,332.6809998,2193.399902,34.29040146,3,10,ENW41. Ht to live 14.8. Aspect 271. Slope 38. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW042,5,Rough,Rough Fire Groves,Evans,NA,NA,321,239.7,56.3,12.8,43.5,0.77,0,0,Live,95,3,2,13.2,No,0,Yes,Yes,3,3,4,344.6010132,2203.01001,36.26300049,3,5,ENW42. Ht to live 12.8. Slope 50. Aspect 321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW043,5,Rough,Rough Fire Groves,Evans,NA,NA,320,191.4,52.9,NA,NA,NA,0,0,Dead,0,0,0,20.6,No,1,Yes,Yes,3,3,5,337.6910095,2204.459961,28.17410088,3,1,ENB43. Aspect 320. Slope 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW044,5,Rough,Rough Fire Groves,Evans,NA,NA,321,142.9,52.9,NA,NA,NA,0,0,Dead,0,0,0,20.4,No,1,Yes,Yes,3,3,5,335.7189941,2200.610107,29.3451004,3,2,ENB44. Slope 40 aspect 321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW045,5,Rough,Rough Fire Groves,Evans,NA,NA,320,189.5,56.5,11.7,44.8,0.79,1,0,Live,95,0,4,29,No,0,Yes,Yes,3,3,5,334.9259949,2199.320068,30.66230011,3,5,ENB45. Ht to live 11.7. Slope 35. Aspect 320. Unhealthy tree likely dying  from beetle. Scaring to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW046,5,Rough,Rough Fire Groves,Evans,3.3,1.6,59,345,65.2,17,48.2,0.74,0,0,Live,99,0,1,8.8,Yes,0,Yes,Yes,4,4,6,56.1012001,2208.73999,18.05809975,3,2,ENW47 17.0. Slope 20. Aspect 59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW047,5,Rough,Rough Fire Groves,Evans,2.5,3.1,99,254.3,53.2,24.9,28.3,0.53,0,0,Live,100,0,0,15.9,Yes,0,Yes,Yes,4,4,6,96.62960052,2197.699951,18.07279968,3,1,ENW47. Ht to live 24.9. Slope 30. Aspect 99. Some scaring to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW048,5,Rough,Rough Fire Groves,Evans,NA,NA,99,301.9,62,17.3,44.7,0.72,0,0,Live,99,0,1,24.9,No,0,Yes,Yes,4,4,6,102.4280014,2197.26001,21.94890022,3,25,ENW48. Ht to live 17.3. Slope 30. Aspect 99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW049,5,Rough,Rough Fire Groves,Evans,10.5,1.91,70,632,63.6,28.2,35.4,0.56,0,0,Live,99,1,0,630.5,Yes,0,Yes,Yes,4,3,6,4.776519775,2208.800049,13.49680042,3,10,WNW40. Ht to live 28.8. Slope 35. Aspect 70. 1 large and 2 medium unmeasured catface ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW049.5,5,Rough,Rough Fire Groves,Evans,3.1,6.1,99,393.3,68,15.6,52.4,0.77,0,0,Live,97,0,3,13.7,Yes,0,Yes,Yes,4,4,6,102.8789978,2195.659912,22.76840019,3,2,ENW49. Ht to live 15.6. Slope 30. Aspect 99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW050,5,Rough,Rough Fire Groves,Evans,2.7,6,99,281.3,63.3,19,44.3,0.7,0,0,Live,99,0,1,18.7,Yes,0,Yes,Yes,4,4,6,107.6419983,2194.909912,26.12369919,3,2,ENW50. Ht to live 19.0. Slope 30. Aspect 99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,288.053009,575.7769775
ENW051,5,Rough,Rough Fire Groves,Evans,16.3,6.41,359,409.6,69.9,21.3,48.6,0.7,0,0,Live,98,1,1,24.4,Yes,0,Yes,Yes,4,3,6,343.1119995,2175.659912,35.38909912,3,30,ENW51. Ht to live 21.3. Slope 36. Aspect 359. Broken top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW052,5,Rough,Rough Fire Groves,Evans,2.9,3.12,360,363.4,71.3,24,47.3,0.66,15,0,Live,85,0,0,44.2,Yes,0,Yes,Yes,3,3,2,339.3120117,2145.52002,42.58110046,3,5,ENW52. Ht to live 24.0. Slope 35. Aspect 360. Twin with ENW53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW053,5,Rough,Rough Fire Groves,Evans,2.9,3.12,360,363.4,58.2,23.6,34.6,0.59,5,0,Live,90,5,0,20.4,Yes,0,Yes,Yes,3,3,4,339.7179871,2147.050049,40.90240097,3,5,ENW53. Ht to live 23.6. Slope 35. Aspect 360. Twin with ENW52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW054,5,Rough,Rough Fire Groves,Evans,1.9,0.71,300,NA,70.7,27.1,43.6,0.62,0,0,Live,95,5,0,16.1,Yes,0,Yes,No,3,3,2,339.3120117,2145.52002,42.58110046,3,3,ENW54. Ht to live 27.1. Slope 25. Aspect 300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW055,5,Rough,Rough Fire Groves,Evans,2.1,2.8,309,523.5,69.4,16.1,53.3,0.77,0,0,Live,98,0,2,20.2,Yes,0,Yes,Yes,3,3,2,338.5629883,2146.580078,42.4715004,3,4,ENW55. Ht to live 16.1. Slope 35. Aspect 309. Twin with ENW56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW056,5,Rough,Rough Fire Groves,Evans,6.4,2.35,309,523.5,72.1,25.1,47,0.65,0,0,Live,99,1,0,17.8,Yes,0,Yes,Yes,3,3,2,338.5629883,2146.580078,42.4715004,3,4,ENW56. Ht to live 25.1. Slope 35. Aspect 309. Twin with ENW55 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW058,5,Rough,Rough Fire Groves,Evans,8.5,7.95,NA,371.2,50.7,16.7,34,0.67,0,0,Dead,0,0,1,29,Yes,1,Yes,Yes,3,3,4,338.4639893,2141.169922,39.20320129,3,10,ENW58. Ht to live 16.7. Slope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW059,5,Rough,Rough Fire Groves,Evans,NA,NA,358,189.8,61.5,26.5,35,0.57,0,0,Live,100,0,0,14.7,No,0,Yes,Yes,4,3,6,339.6799927,2143.159912,37.24760056,2,5,ENW59. Slope 25. Aspect 358. Ht to live 26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,282.7669983,588.8070068
ENW060,5,Rough,Rough Fire Groves,Evans,10.9,4.27,10,402.4,69.7,17,52.7,0.76,0,0,Live,100,0,0,15.8,Yes,0,Yes,Yes,3,3,6,347.9110107,2118.850098,37.2804985,3,15,ENW60. Ht to live 17.0. Slope 25. Aspect 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,282.7669983,588.8070068
ENW061,5,Rough,Rough Fire Groves,Evans,NA,NA,11,286.9,71.5,34.8,36.7,0.51,0,0,Live,100,0,0,11.5,No,0,Yes,Yes,4,3,6,350.822998,2114.360107,38.44869995,3,10,ENW61. Ht to live 34.8. Slope 23. Aspect 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,282.7669983,588.8070068
ENW062,5,Rough,Rough Fire Groves,Evans,3.8,1.7,319,343.6,74.9,19.8,55.1,0.74,0,0,Live,100,0,0,23.8,Yes,0,Yes,Yes,4,3,6,349.6929932,2116.149902,33.6908989,3,1,ENW62. Ht to live 19.8. Slope 55. Aspect 319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW063,5,Rough,Rough Fire Groves,Evans,3.9,2.87,308,385.5,68.4,18.5,49.9,0.73,45,0,Live,75,0,0,21.1,Yes,0,Yes,Yes,4,3,6,349.2669983,2115.52002,33.38140106,3,50,ENW63. Slope 40. Aspect 308. Ht to live 18.5. Thin crown 5% epicormic sprouting. No signs of beetle presence. Some surrounding scorch ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW064,5,Rough,Rough Fire Groves,Evans,NA,NA,339,256.9,65.7,25.2,40.5,0.62,0,0,Live,100,0,0,26.5,No,0,Yes,Yes,3,3,4,350.2000122,2103.590088,44.08150101,3,50,ENW64. Ht to live 25.2. Slope 30. Aspect 339. Some cracking to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW065,5,Rough,Rough Fire Groves,Evans,1.65,0.4,4,268.7,68.1,18.4,49.7,0.73,0,0,Live,100,0,0,18.4,Yes,0,Yes,Yes,3,1,4,350.5480042,2098.100098,33.36529922,3,5,ENW65. Ht to live 18.4. Slope 30. Aspect 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW066,5,Rough,Rough Fire Groves,Evans,4.4,3.63,302,438.5,69.1,21,48.1,0.7,0,0,Live,100,0,0,16.5,Yes,0,Yes,Yes,3,3,5,354.1380005,2093.620117,28.81640053,3,2.7,ENW66. Ht to live 21.0. Slope 30. Aspect 302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,270.0700073,613.1829834
ENW098,5,Rough,Rough Fire Groves,Evans,6.7,2.41,108,380.2,65.8,18.2,47.6,0.72,0,0,Live,100,0,0,7.3,Yes,0,Yes,Yes,3,3,2,122.2770004,2091.580078,31.56480026,3,15,ENW98. Ht to live: 18.2. Slope: 35. Aspect: 108. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE <30% slope,Intermediate,2,314.4200134,556.9169922
ENW099,5,Rough,Rough Fire Groves,Evans,2.4,7.4,148,546.1,38.1,15.1,23,0.6,100,0,Dead,0,0,0,38.1,Yes,1,Yes,Yes,1,3,1,126.0630035,2059.689941,32.51860046,4,10,ENW99. Ht to live 15.1. Slope 35. Aspect 148. Tree killed in fire ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,303.5870056,558.75
ENW100,5,Rough,Rough Fire Groves,Evans,6.5,2.45,32,486.6,63.3,9.3,54,0.85,0,0,Live,98,0,2,13.1,Yes,0,Yes,Yes,1,1,1,7.56648016,2059.360107,41.39020157,3,75,ENW100. Ht to live 9.3. Slope 60. Aspect 32. Scarring to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,297.0169983,550.8599854
ENW101,5,Rough,Rough Fire Groves,Evans,8.4,3.2,25,355.4,65,9.4,55.6,0.86,0,0,Live,99,0,1,15.6,Yes,0,Yes,Yes,4,4,6,15.9368,2064.570068,66.811203,3,25,ENW101. Ht to live 9.4. Slope60. Aspect. 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,297.0169983,550.8599854
